7,1,9
7,2,11
7,3,13
7,4,15
7,5,17
7,6,19
7,7,21
7,8,23
7,9,25
7,10,27
7,11,29
7,12,31
7,13,33
7,14,35
7,15,37
7,16,39
7,17,41
7,18,43
7,19,45
7,20,47
7,21,49
7,22,51
7,23,53
7,24,55
7,25,57
7,26,59
7,27,61
7,28,63
7,29,65
7,30,67
7,31,69
7,32,71
7,33,73
7,34,75
7,35,77
7,36,79
7,37,81
7,38,83
7,39,85
7,40,87
7,41,89
7,42,91
7,43,93
7,44,95
7,45,97
7,46,99
7,47,101
7,48,103
7,49,105
7,50,107
7,51,109
7,52,111
7,53,113
7,54,115
7,55,117
7,56,119
7,57,121
7,58,123
7,59,125
7,0,-7
7,1,-9
7,2,-11
7,3,-13
7,4,-15
7,5,-17
7,6,-19
7,7,-21
7,8,-23
7,9,-25
7,10,-27
7,11,-29
7,12,-31
7,13,-33
7,14,-35
7,15,-37
7,16,-39
7,17,-41
7,18,-43
7,19,-45
7,20,-47
7,21,-49
7,22,-51
7,23,-53
7,24,-55
7,25,-57
7,26,-59
7,27,-61
7,28,-63
7,29,-65
7,30,-67
7,31,-69
7,32,-71
7,33,-73
7,34,-75
7,35,-77
7,36,-79
7,37,-81
7,38,-83
7,39,-85
8,0,8
8,1,10
8,2,12
8,3,14
8,4,16
8,5,18
8,6,20
8,7,22
8,8,24
8,9,26
8,10,28
8,11,30
8,12,32
8,13,34
8,14,36
8,15,38
8,16,40
8,17,42
8,18,44
8,19,46
8,20,48
8,21,50
8,22,52
8,23,54
8,24,56
8,25,58
8,26,60
8,27,62
8,28,64
8,29,66
8,30,68
8,31,70
8,32,72
8,33,74
8,34,76
8,35,78
8,36,80
8,37,82
8,38,84
8,39,86
8,40,88
8,41,90
8,42,92
8,43,94
8,44,96
8,45,98
8,46,100
8,47,102
8,48,104
8,49,106
8,50,108
8,51,110
8,52,112
8,53,114
8,54,116
8,55,118
8,56,120
8,57,122
8,58,124
8,59,126
8,0,-8
8,1,-10
8,2,-12
8,3,-14
8,4,-16
8,5,-18
8,6,-20
8,7,-22
8,8,-24
8,9,-26
8,10,-28
8,11,-30
8,12,-32
8,13,-34
8,14,-36
8,15,-38
8,16,-40
8,17,-42
8,18,-44
8,19,-46
8,20,-48
8,21,-50
8,22,-52
8,23,-54
8,24,-56
8,25,-58
8,26,-60
8,27,-62
8,28,-64
8,29,-66
8,30,-68
8,31,-70
8,32,-72
8,33,-74
8,34,-76
8,35,-78
8,36,-80
8,37,-82
8,38,-84
8,39,-86
9,0,9
9,1,11
9,2,13
9,3,15
9,4,17
9,5,19
9,6,21
9,7,23
9,8,25
9,9,27
9,10,29
9,11,31
9,12,33
9,13,35
9,14,37
9,15,39
9,16,41
9,17,43
9,18,45
9,19,47
9,20,49
9,21,51
9,22,53
9,23,55
9,24,57
9,25,59
9,26,61
9,27,63
9,28,65
9,29,67
9,30,69
9,31,71
9,32,73
9,33,75
9,34,77
9,35,79
9,36,81
9,37,83
9,38,85
9,39,87
9,40,89
9,41,91
9,42,93
9,43,95
9,44,97
9,45,99
9,46,101
9,47,103
9,48,105
9,49,107
9,50,109
9,51,111
9,52,113
9,53,115
9,54,117
9,55,119
9,56,121
9,57,123
9,58,125
9,59,127
9,0,-9
9,1,-11
9,2,-13
9,3,-15
9,4,-17
9,5,-19
9,6,-21
9,7,-23
9,8,-25
9,9,-27
9,10,-29
9,11,-31
9,12,-33
9,13,-35
9,14,-37
9,15,-39
9,16,-41
9,17,-43
9,18,-45
9,19,-47
9,20,-49
9,21,-51
9,22,-53
9,23,-55
9,24,-57
9,25,-59
9,26,-61
9,27,-63
9,28,-65
9,29,-67
9,30,-69
9,31,-71
9,32,-73
9,33,-75
9,34,-77
9,35,-79
9,36,-81
9,37,-83
9,38,-85
9,39,-87
